,carat,cut,color,clarity,depth,table,price,x,y,z,cut value,color value,clarity value
10063,0.92,VERY GOOD,D,VS1,60.6,61.0,5202,6.21,6.29,3.79,3,7,5
10064,2.06,PREMIUM,J,I1,61.2,58.0,5203,8.1,8.07,4.95,4,1,1
10065,1.01,PREMIUM,H,SI1,61.8,59.0,5204,6.38,6.33,3.93,4,3,3
10066,1.01,VERY GOOD,H,VS2,61.6,60.0,5204,6.46,6.39,3.96,3,3,4
10067,1.05,IDEAL,G,SI1,59.7,56.0,5204,6.67,6.64,3.97,5,4,3
10068,1.01,IDEAL,G,SI1,60.8,56.0,5204,6.53,6.49,3.96,5,4,3
10069,1.01,PREMIUM,G,SI1,60.0,58.0,5204,6.54,6.5,3.91,4,4,3
10070,1.05,IDEAL,D,SI2,61.9,56.0,5204,6.53,6.5,4.03,5,7,2
10071,1.06,PREMIUM,H,VS2,60.8,59.0,5205,6.55,6.58,3.99,4,3,4
10072,1.01,PREMIUM,D,SI2,59.3,59.0,5206,6.57,6.54,3.89,4,7,2
10073,1.16,IDEAL,G,SI2,61.5,54.0,5206,6.75,6.78,4.16,5,4,2
10074,1.01,IDEAL,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,5,6,3
10075,1.03,IDEAL,I,VS1,60.9,56.0,5206,6.52,6.59,3.99,5,2,5
10076,1.01,IDEAL,D,SI2,62.5,57.0,5206,6.39,6.35,3.98,5,7,2
10077,1.26,PREMIUM,I,SI2,60.1,59.0,5207,7.03,6.99,4.21,4,2,2
10078,1.07,IDEAL,I,VS1,62.0,57.0,5207,6.5,6.56,4.05,5,2,5
10079,1.16,IDEAL,I,VS2,61.5,57.0,5207,6.75,6.78,4.16,5,2,4
10080,0.77,IDEAL,D,VVS2,62.3,57.0,5207,5.83,5.85,3.64,5,7,6
10081,1.26,PREMIUM,J,SI1,61.7,58.0,5207,6.99,6.91,4.29,4,1,3
10082,1.0,PREMIUM,H,VS2,59.3,61.0,5208,6.47,6.45,3.83,4,3,4
10083,1.5,GOOD,H,SI2,64.0,61.0,5208,7.18,7.14,4.58,2,3,2
10084,1.5,GOOD,H,SI2,64.0,61.0,5208,7.18,7.14,4.58,2,3,2
10085,1.24,FAIR,H,SI2,65.0,54.0,5208,6.76,6.73,4.38,1,3,2
10086,1.24,PREMIUM,I,SI1,62.9,60.0,5208,6.8,6.74,4.26,4,2,3
10087,1.0,GOOD,H,VS2,56.9,63.0,5208,6.6,6.57,3.75,2,3,4
10088,1.23,PREMIUM,J,VS1,60.1,60.0,5209,6.9,6.95,4.16,4,1,5
10089,1.29,VERY GOOD,J,SI1,61.2,58.0,5209,6.97,7.02,4.28,3,1,3
10090,1.01,PREMIUM,D,SI1,61.7,59.0,5210,6.4,6.43,3.96,4,7,3
10091,0.92,VERY GOOD,E,VS1,61.3,57.0,5210,6.22,6.27,3.83,3,6,5
10092,1.21,VERY GOOD,J,VS2,61.5,58.0,5211,6.85,6.9,4.23,3,1,4
10093,1.26,GOOD,J,VS2,63.2,57.3,5211,6.81,6.86,4.32,2,1,4
10094,1.2,VERY GOOD,H,SI2,58.8,61.0,5211,6.94,6.98,4.09,3,3,2
10095,1.2,VERY GOOD,I,SI1,62.9,57.0,5211,6.73,6.78,4.25,3,2,3
10096,1.2,GOOD,I,SI1,62.3,58.0,5211,6.66,6.72,4.17,2,2,3
10097,1.2,GOOD,I,SI1,63.9,56.0,5211,6.62,6.69,4.25,2,2,3
10098,1.0,FAIR,E,SI1,57.4,62.0,5212,6.54,6.59,3.77,1,6,3
10099,1.33,PREMIUM,H,SI2,61.9,58.0,5214,7.07,7.01,4.36,4,3,2
10100,1.36,VERY GOOD,J,SI2,62.6,58.0,5215,7.0,7.12,4.42,3,1,2
10101,1.01,VERY GOOD,E,SI1,62.0,61.0,5216,6.38,6.42,3.97,3,6,3
10102,1.15,IDEAL,I,SI2,61.3,57.0,5216,6.78,6.71,4.13,5,2,2
10103,1.23,VERY GOOD,J,VS2,62.9,58.0,5217,6.75,6.83,4.27,3,1,4
10104,1.02,VERY GOOD,H,VS2,62.5,56.0,5217,6.42,6.45,4.02,3,3,4
10105,1.02,PREMIUM,H,VS2,62.5,60.0,5217,6.38,6.43,4.0,4,3,4
10106,1.02,PREMIUM,H,VS2,61.2,58.0,5217,6.47,6.5,3.97,4,3,4
10107,1.23,IDEAL,J,VS2,61.5,57.0,5217,6.9,6.95,4.26,5,1,4
10108,1.21,PREMIUM,H,SI2,61.9,55.0,5218,6.84,6.79,4.22,4,3,2
10109,1.21,PREMIUM,H,SI2,61.9,55.0,5218,6.84,6.79,4.22,4,3,2
10110,1.21,PREMIUM,H,SI2,60.9,61.0,5218,6.88,6.82,4.17,4,3,2
10111,1.21,IDEAL,I,SI1,62.4,55.0,5218,6.81,6.78,4.24,5,2,3
10112,1.21,PREMIUM,I,SI1,62.8,57.0,5218,6.74,6.67,4.21,4,2,3
10113,1.09,PREMIUM,H,SI1,61.6,57.0,5219,6.63,6.59,4.07,4,3,3
10114,1.09,PREMIUM,H,SI1,62.4,59.0,5219,6.53,6.48,4.06,4,3,3
10115,1.0,GOOD,H,VS1,61.8,61.0,5219,6.4,6.31,3.93,2,3,5
10116,1.02,GOOD,D,SI1,61.0,63.0,5219,6.48,6.54,3.97,2,7,3
10117,1.09,IDEAL,H,SI1,62.3,55.0,5219,6.61,6.58,4.11,5,3,3
10118,1.09,IDEAL,H,SI1,61.1,57.0,5219,6.71,6.62,4.07,5,3,3
10119,1.09,IDEAL,H,SI1,61.1,57.0,5219,6.69,6.6,4.1,5,3,3
10120,1.09,IDEAL,H,SI1,62.5,56.0,5219,6.58,6.53,4.1,5,3,3
10121,1.13,PREMIUM,E,SI2,60.4,59.0,5220,6.7,6.75,4.06,4,6,2
10122,1.13,VERY GOOD,I,VS1,61.7,54.0,5220,6.71,6.74,4.15,3,2,5
10123,1.07,IDEAL,H,SI1,62.1,57.0,5220,6.5,6.55,4.05,5,3,3
10124,1.2,VERY GOOD,H,SI2,63.5,57.0,5221,6.67,6.71,4.25,3,3,2
10125,1.24,IDEAL,I,SI2,61.9,57.0,5221,6.87,6.92,4.27,5,2,2
10126,1.11,GOOD,I,VVS2,60.1,64.0,5221,6.73,6.62,4.02,2,2,6
10127,0.9,IDEAL,H,VS1,62.2,56.0,5222,6.16,6.18,3.84,5,3,5
10128,1.06,IDEAL,E,SI2,62.2,55.0,5223,6.51,6.54,4.06,5,6,2
10129,1.04,PREMIUM,G,SI1,62.7,59.0,5223,6.47,6.41,4.04,4,4,3
10130,1.15,IDEAL,G,SI1,61.7,56.0,5224,6.72,6.76,4.16,5,4,3
10131,1.01,VERY GOOD,E,SI1,59.5,60.0,5224,6.49,6.55,3.88,3,6,3
10132,1.01,VERY GOOD,E,SI1,62.3,60.0,5224,6.36,6.39,3.97,3,6,3
10133,1.01,VERY GOOD,E,SI1,59.9,59.0,5224,6.46,6.49,3.88,3,6,3
10134,1.27,VERY GOOD,J,SI1,60.9,59.0,5224,6.96,7.04,4.26,3,1,3
10135,1.2,VERY GOOD,J,VS1,62.9,60.0,5226,6.64,6.69,4.19,3,1,5
10136,1.21,IDEAL,G,SI2,62.1,57.0,5226,6.8,6.85,4.24,5,4,2
10137,1.1,VERY GOOD,D,SI2,61.6,57.0,5226,6.61,6.67,4.09,3,7,2
10138,1.2,VERY GOOD,I,SI1,61.2,62.0,5226,6.75,6.84,4.16,3,2,3
10139,1.01,GOOD,E,SI1,63.6,60.0,5226,6.38,6.32,4.04,2,6,3
10140,1.01,VERY GOOD,E,SI1,63.4,60.0,5226,6.34,6.3,4.01,3,6,3
10141,1.01,GOOD,E,SI1,63.7,58.0,5226,6.36,6.32,4.04,2,6,3
10142,1.01,PREMIUM,E,SI1,59.0,59.0,5226,6.6,6.56,3.88,4,6,3
10143,1.22,PREMIUM,I,SI2,62.5,58.0,5226,6.8,6.76,4.24,4,2,2
10144,1.1,IDEAL,G,SI1,62.3,56.0,5226,6.64,6.58,4.12,5,4,3
10145,1.22,PREMIUM,G,SI2,61.6,62.0,5226,6.79,6.75,4.17,4,4,2
10146,1.22,IDEAL,I,SI2,61.3,57.0,5226,6.91,6.85,4.22,5,2,2
10147,1.02,PREMIUM,G,SI1,58.9,59.0,5226,6.59,6.55,3.87,4,4,3
10148,1.01,PREMIUM,E,SI1,60.5,62.0,5226,6.5,6.46,3.92,4,6,3
10149,0.9,IDEAL,D,SI1,61.2,55.0,5226,6.25,6.21,3.81,5,7,3
10150,1.01,PREMIUM,E,SI1,62.8,60.0,5226,6.39,6.38,4.01,4,6,3
10151,1.01,VERY GOOD,E,SI1,63.1,58.0,5226,6.4,6.31,4.01,3,6,3
10152,1.0,VERY GOOD,G,VS2,62.8,57.0,5227,6.33,6.37,3.99,3,4,4
10153,1.0,VERY GOOD,D,SI2,60.5,60.0,5227,6.41,6.44,3.89,3,7,2
10154,1.05,PREMIUM,H,SI1,61.3,58.0,5228,6.52,6.47,3.98,4,3,3
10155,0.91,PREMIUM,E,VS1,62.9,56.0,5228,6.21,6.13,3.88,4,6,5
10156,1.01,VERY GOOD,E,SI1,62.4,58.0,5229,6.36,6.4,3.99,3,6,3
10157,1.04,IDEAL,I,VS1,61.8,56.0,5229,6.49,6.51,4.02,5,2,5
10158,1.01,GOOD,H,VS2,60.8,61.0,5229,6.43,6.5,3.93,2,3,4
10159,1.24,VERY GOOD,H,SI2,61.0,59.0,5231,6.93,7.0,4.25,3,3,2
10160,1.04,VERY GOOD,E,SI1,60.8,60.0,5231,6.49,6.56,3.97,3,6,3
10161,1.01,VERY GOOD,G,SI1,62.7,58.0,5231,6.35,6.4,4.0,3,4,3
10162,1.24,VERY GOOD,J,SI1,60.0,59.0,5231,6.99,7.04,4.21,3,1,3
10163,1.01,IDEAL,I,VS1,60.3,57.0,5231,6.51,6.53,3.93,5,2,5
10164,1.11,IDEAL,G,SI2,60.7,59.0,5231,6.72,6.76,4.09,5,4,2
10165,0.26,VERY GOOD,E,VVS2,63.0,58.0,597,4.0,4.03,2.53,3,6,6
10166,0.26,VERY GOOD,E,VVS2,61.5,58.0,597,4.08,4.12,2.52,3,6,6
10167,0.26,VERY GOOD,E,VVS2,62.6,58.0,597,4.07,4.11,2.56,3,6,6
10168,0.26,VERY GOOD,D,VVS2,59.1,59.0,597,4.21,4.28,2.51,3,7,6
10169,0.26,VERY GOOD,D,VVS2,60.4,59.0,597,4.15,4.19,2.52,3,7,6
10170,0.26,VERY GOOD,E,VVS1,61.4,58.0,597,4.12,4.15,2.54,3,6,7
10171,0.26,VERY GOOD,E,VVS1,59.9,58.0,597,4.17,4.18,2.5,3,6,7
10172,0.26,IDEAL,E,VVS2,61.6,57.0,597,4.13,4.18,2.56,5,6,6
10173,0.26,IDEAL,E,VVS2,60.7,56.0,597,4.13,4.17,2.52,5,6,6
10174,0.36,IDEAL,E,SI1,60.9,57.0,597,4.58,4.62,2.8,5,6,3
10175,0.26,GOOD,E,VVS1,59.4,61.0,597,4.13,4.15,2.46,2,6,7
10176,0.26,GOOD,E,IF,59.6,61.0,597,4.13,4.16,2.47,2,6,8
10177,0.36,IDEAL,J,SI1,61.6,56.0,597,4.61,4.58,2.83,5,1,3
10178,0.39,VERY GOOD,G,SI2,63.2,57.0,597,4.65,4.57,2.92,3,4,2
10179,0.3,VERY GOOD,G,VVS2,60.4,59.0,598,4.33,4.35,2.62,3,4,6
10180,0.35,IDEAL,I,VVS2,62.0,54.0,598,4.54,4.56,2.82,5,2,6
10181,0.35,IDEAL,I,VVS2,61.5,55.0,598,4.56,4.58,2.81,5,2,6
10182,0.35,IDEAL,I,VVS2,61.5,55.0,598,4.53,4.57,2.8,5,2,6
10183,0.4,IDEAL,J,VS2,62.3,55.0,598,4.72,4.75,2.95,5,1,4
10184,0.33,IDEAL,G,VS2,61.3,57.0,598,4.45,4.49,2.74,5,4,4
10185,0.28,IDEAL,E,VS2,61.5,56.0,598,4.22,4.24,2.6,5,6,4
10186,0.33,IDEAL,H,VS1,61.9,55.0,598,4.46,4.49,2.77,5,3,5
10187,1.02,VERY GOOD,E,SI1,58.9,58.0,5232,6.51,6.54,3.84,3,6,3
10188,1.01,PREMIUM,G,SI1,60.2,59.0,5232,6.54,6.49,3.92,4,4,3
10189,1.21,IDEAL,J,SI1,60.4,54.0,5232,6.86,6.89,4.15,5,1,3
10190,1.07,IDEAL,G,SI1,62.1,57.0,5232,6.59,6.52,4.07,5,4,3
10191,1.01,GOOD,E,SI1,64.2,59.0,5232,6.27,6.19,4.0,2,6,3
10192,1.22,PREMIUM,I,SI1,62.3,58.0,5233,6.77,6.81,4.23,4,2,3
10193,1.22,VERY GOOD,H,SI2,62.9,59.0,5233,6.66,6.76,4.22,3,3,2
10194,1.22,IDEAL,I,SI1,62.3,57.0,5233,6.77,6.87,4.25,5,2,3
10195,1.12,PREMIUM,G,SI1,60.1,58.0,5233,6.78,6.83,4.09,4,4,3
10196,1.12,PREMIUM,D,SI2,60.5,59.0,5233,6.72,6.76,4.08,4,7,2
10197,1.12,VERY GOOD,D,SI2,61.2,60.0,5233,6.63,6.67,4.07,3,7,2
10198,1.01,GOOD,E,SI1,58.6,62.0,5233,6.58,6.6,3.86,2,6,3
10199,1.01,GOOD,E,SI1,57.9,57.0,5233,6.6,6.67,3.84,2,6,3
10200,1.2,VERY GOOD,J,VS2,58.7,60.0,5234,6.93,6.96,4.08,3,1,4
10201,1.03,IDEAL,E,SI1,62.2,57.0,5234,6.42,6.48,4.01,5,6,3
10202,1.03,IDEAL,E,SI1,62.0,57.0,5234,6.44,6.47,4.0,5,6,3
10203,1.01,IDEAL,D,SI1,61.6,56.0,5234,6.45,6.48,3.98,5,7,3
10204,1.02,IDEAL,D,SI2,62.0,58.0,5235,6.4,6.51,4.0,5,7,2
10205,1.01,IDEAL,E,SI1,62.0,57.0,5235,6.38,6.45,3.98,5,6,3
10206,1.05,VERY GOOD,H,VS2,63.3,58.0,5236,6.42,6.48,4.08,3,3,4
10207,1.19,GOOD,I,SI1,63.7,57.2,5236,6.69,6.73,4.28,2,2,3
10208,1.14,VERY GOOD,E,SI2,61.5,58.0,5236,6.66,6.73,4.12,3,6,2
10209,1.12,VERY GOOD,H,SI1,62.3,55.0,5236,6.64,6.69,4.15,3,3,3
10210,1.06,PREMIUM,H,VS1,60.0,58.0,5236,6.65,6.61,3.98,4,3,5
10211,1.29,IDEAL,J,SI1,61.6,57.0,5237,7.0,7.06,4.33,5,1,3
10212,1.07,PREMIUM,H,SI1,59.2,61.0,5237,6.67,6.65,3.94,4,3,3
10213,1.09,PREMIUM,E,SI1,62.7,58.0,5237,6.6,6.55,4.12,4,6,3
10214,1.01,IDEAL,H,VS2,61.0,59.0,5238,6.51,6.47,3.96,5,3,4
10215,1.09,IDEAL,H,SI1,62.3,55.0,5238,6.58,6.62,4.11,5,3,3
10216,1.0,VERY GOOD,E,SI1,61.7,57.0,5239,6.34,6.47,3.95,3,6,3
10217,1.72,FAIR,J,I1,68.5,59.0,5240,7.31,7.24,4.98,1,1,1
10218,1.02,PREMIUM,H,VS2,61.8,58.0,5241,6.49,6.43,3.99,4,3,4
10219,1.03,IDEAL,G,SI1,61.1,57.0,5241,6.58,6.54,4.01,5,4,3
10220,1.03,IDEAL,G,SI1,61.7,56.0,5241,6.5,6.47,4.0,5,4,3
10221,1.0,PREMIUM,G,VS2,62.3,58.0,5242,6.35,6.29,3.94,4,4,4
10222,1.0,GOOD,G,VS2,63.8,58.0,5242,6.37,6.29,4.04,2,4,4
10223,1.0,PREMIUM,G,VS2,62.1,58.0,5242,6.43,6.39,3.98,4,4,4
10224,1.04,IDEAL,J,VVS2,61.1,58.0,5242,6.49,6.57,3.99,5,1,6
10225,1.3,GOOD,J,SI1,64.0,58.0,5242,6.91,6.84,4.4,2,1,3
10226,1.04,IDEAL,I,VS2,61.8,55.0,5242,6.5,6.54,4.03,5,2,4
10227,1.0,GOOD,G,VS2,58.6,65.0,5242,6.61,6.53,3.85,2,4,4
10228,1.0,FAIR,H,VS1,64.6,59.0,5242,6.3,6.26,4.06,1,3,5
10229,1.2,IDEAL,H,VS1,61.9,57.0,5242,6.77,6.73,4.18,5,3,5
10230,1.0,PREMIUM,G,VS2,60.8,58.0,5242,6.44,6.4,3.9,4,4,4
10231,0.9,IDEAL,E,VS1,61.3,57.0,5242,6.24,6.2,3.81,5,6,5
10232,0.9,IDEAL,G,VVS2,61.9,56.0,5242,6.22,6.15,3.83,5,4,6
10233,0.9,PREMIUM,E,VS1,60.1,56.0,5242,6.38,6.3,3.81,4,6,5
10234,1.0,PREMIUM,G,VS1,61.9,60.0,5242,6.39,6.31,3.93,4,4,5
10235,1.17,IDEAL,J,VS1,62.5,57.0,5242,6.68,6.63,4.16,5,1,5
10236,1.3,PREMIUM,I,VS2,60.3,60.0,5242,7.01,6.99,4.22,4,2,4
10237,1.12,VERY GOOD,D,SI2,59.3,59.0,5243,6.76,6.8,4.02,3,7,2
10238,0.92,IDEAL,G,VS1,62.0,57.0,5243,6.24,6.28,3.88,5,4,5
10239,1.02,VERY GOOD,E,SI1,63.5,55.0,5245,6.3,6.37,4.02,3,6,3
10240,1.21,VERY GOOD,I,SI1,62.9,56.0,5245,6.73,6.79,4.25,3,2,3
10241,1.34,VERY GOOD,G,SI2,63.2,57.0,5245,6.98,6.95,4.4,3,4,2
10242,1.0,IDEAL,D,SI2,62.7,58.0,5246,6.34,6.39,3.99,5,7,2
10243,1.0,VERY GOOD,H,SI1,62.1,58.0,5247,6.44,6.45,4.0,3,3,3
10244,1.08,IDEAL,D,SI2,60.2,57.0,5247,6.63,6.67,4.0,5,7,2
10245,1.06,PREMIUM,H,VS1,62.1,60.0,5247,6.52,6.5,4.04,4,3,5
10246,1.12,VERY GOOD,I,VS2,62.9,55.9,5249,6.59,6.62,4.16,3,2,4
10247,1.27,PREMIUM,I,SI2,61.4,59.0,5249,6.98,6.94,4.27,4,2,2
10248,1.03,PREMIUM,G,SI1,58.4,58.0,5249,6.66,6.62,3.88,4,4,3
10249,1.27,IDEAL,I,SI2,62.1,56.0,5249,6.96,6.92,4.31,5,2,2
10250,1.03,IDEAL,D,SI1,62.3,56.0,5249,6.51,6.45,4.04,5,7,3
10251,1.06,IDEAL,E,SI1,59.6,54.0,5250,6.64,6.62,3.95,5,6,3
10252,1.02,PREMIUM,G,VS2,61.5,59.0,5250,6.4,6.45,3.95,4,4,4
10253,1.2,PREMIUM,G,SI2,59.9,59.0,5250,6.92,6.98,4.16,4,4,2
10254,1.2,VERY GOOD,G,SI2,62.5,57.0,5250,6.73,6.84,4.24,3,4,2
10255,1.08,PREMIUM,H,VS2,62.1,58.0,5250,6.63,6.51,4.08,4,3,4
10256,1.25,PREMIUM,I,SI1,62.5,59.0,5250,6.89,6.81,4.28,4,2,3
10257,1.08,PREMIUM,H,VS2,62.4,58.0,5250,6.56,6.49,4.07,4,3,4
10258,0.77,IDEAL,E,VVS1,61.6,55.0,5251,5.87,5.95,3.64,5,6,7
10259,1.02,IDEAL,H,SI1,60.8,58.0,5251,6.47,6.49,3.94,5,3,3
10260,1.01,GOOD,E,SI1,63.6,57.0,5251,6.27,6.3,4.0,2,6,3
10261,1.33,GOOD,J,VS2,57.4,62.0,5251,7.3,7.23,4.17,2,1,4
10262,1.01,VERY GOOD,D,SI2,59.9,61.0,5252,6.46,6.5,3.88,3,7,2
10263,1.25,IDEAL,J,SI1,62.4,57.0,5252,6.86,6.92,4.3,5,1,3
10264,1.25,IDEAL,J,SI1,62.1,58.0,5252,6.86,6.89,4.27,5,1,3
10265,0.91,IDEAL,E,SI1,61.4,54.0,5252,6.26,6.24,3.84,5,6,3
10266,1.21,GOOD,I,SI1,62.7,59.0,5252,6.63,6.71,4.18,2,2,3
10267,1.06,IDEAL,G,SI1,62.0,56.0,5253,6.55,6.52,4.05,5,4,3
10268,1.06,IDEAL,D,SI2,62.3,55.0,5253,6.54,6.5,4.06,5,7,2
10269,1.07,VERY GOOD,H,VS2,61.5,57.0,5254,6.57,6.63,4.06,3,3,4
10270,1.0,GOOD,H,VS2,60.9,61.0,5254,6.38,6.42,3.9,2,3,4
10271,1.05,VERY GOOD,D,SI1,61.6,61.0,5255,6.5,6.55,4.02,3,7,3
10272,1.06,IDEAL,H,SI1,61.7,60.0,5255,6.48,6.52,4.01,5,3,3
10273,1.02,VERY GOOD,H,VS2,63.3,60.0,5255,6.42,6.38,4.05,3,3,4
10274,1.02,PREMIUM,G,SI1,61.1,58.0,5255,6.52,6.48,3.97,4,4,3
10275,1.08,IDEAL,G,SI1,61.8,56.0,5256,6.55,6.58,4.06,5,4,3
10276,1.08,IDEAL,D,SI2,61.6,57.0,5256,6.58,6.62,4.07,5,7,2
10277,1.2,VERY GOOD,J,VS1,63.6,59.0,5257,6.67,6.72,4.26,3,1,5
10278,1.2,VERY GOOD,H,SI2,62.9,56.0,5257,6.74,6.77,4.25,3,3,2
10279,1.0,VERY GOOD,E,SI1,59.6,60.0,5257,6.58,6.51,3.9,3,6,3
10280,1.15,VERY GOOD,E,SI2,60.0,59.0,5257,6.78,6.82,4.08,3,6,2
10281,1.2,VERY GOOD,I,SI1,63.2,58.0,5257,6.71,6.75,4.25,3,2,3
10282,1.02,IDEAL,H,SI1,61.2,56.0,5257,6.49,6.51,3.98,5,3,3
10283,1.02,PREMIUM,D,SI2,60.2,58.0,5257,6.56,6.53,3.94,4,7,2
10284,1.09,PREMIUM,D,SI2,61.2,60.0,5258,6.64,6.6,4.05,4,7,2
10285,1.09,IDEAL,D,SI2,62.1,56.0,5258,6.59,6.56,4.08,5,7,2
10286,0.91,PREMIUM,G,VVS2,61.8,58.0,5259,6.16,6.24,3.83,4,4,6
10287,0.91,VERY GOOD,E,VS1,61.9,59.0,5259,6.17,6.23,3.84,3,6,5
10288,0.91,PREMIUM,D,VS2,62.0,58.0,5259,6.15,6.2,3.83,4,7,4
10289,1.25,IDEAL,I,SI2,62.0,57.0,5259,6.85,6.92,4.27,5,2,2
10290,1.25,IDEAL,I,SI2,61.8,56.0,5259,6.92,6.94,4.28,5,2,2
10291,1.25,IDEAL,G,SI2,61.6,57.0,5259,6.91,6.98,4.28,5,4,2
10292,0.92,GOOD,D,SI1,60.2,56.0,5259,6.28,6.32,3.79,2,7,3
10293,1.01,PREMIUM,H,VS2,61.9,57.0,5260,6.42,6.35,3.95,4,3,4
10294,1.01,VERY GOOD,H,VS2,63.2,58.0,5260,6.34,6.26,3.98,3,3,4
10295,1.16,IDEAL,H,SI2,62.2,55.7,5260,6.68,6.74,4.18,5,3,2
10296,1.01,PREMIUM,H,VS2,61.6,59.0,5260,6.41,6.39,3.94,4,3,4
10297,1.01,PREMIUM,H,VS2,61.3,59.0,5260,6.45,6.41,3.94,4,3,4
10298,1.01,VERY GOOD,H,VS2,63.1,59.0,5260,6.34,6.3,3.99,3,3,4
10299,1.01,IDEAL,H,VS2,62.7,56.0,5260,6.4,6.35,4.0,5,3,4
10300,1.01,PREMIUM,H,VS2,60.6,60.0,5260,6.51,6.49,3.94,4,3,4
10301,1.22,IDEAL,I,SI1,61.9,56.0,5261,6.87,6.83,4.24,5,2,3
10302,1.09,IDEAL,H,SI1,61.9,57.0,5262,6.58,6.63,4.09,5,3,3
10303,1.11,IDEAL,E,SI2,61.2,55.0,5262,6.68,6.72,4.1,5,6,2
10304,1.01,IDEAL,E,SI1,61.8,57.0,5262,6.39,6.49,3.98,5,6,3
10305,1.1,IDEAL,E,SI2,61.6,56.0,5263,6.63,6.66,4.09,5,6,2
10306,1.07,VERY GOOD,H,VS2,62.7,57.0,5264,6.48,6.53,4.08,3,3,4
10307,1.25,PREMIUM,J,VS2,62.0,59.0,5264,6.9,6.87,4.27,4,1,4
10308,1.24,PREMIUM,J,VS2,61.8,57.6,5265,6.84,6.88,4.24,4,1,4
10309,1.04,VERY GOOD,D,SI2,62.9,58.0,5265,6.41,6.47,4.05,3,7,2
10310,1.21,PREMIUM,J,SI1,62.2,57.0,5266,6.84,6.76,4.23,4,1,3
10311,1.03,VERY GOOD,H,VS2,62.0,58.0,5266,6.45,6.51,4.02,3,3,4
10312,1.12,PREMIUM,H,SI1,62.2,60.0,5266,6.59,6.65,4.12,4,3,3
10313,1.12,PREMIUM,H,SI1,61.6,59.0,5266,6.63,6.67,4.1,4,3,3
10314,1.02,IDEAL,D,SI1,62.3,56.0,5266,6.49,6.45,4.03,5,7,3
10315,1.21,VERY GOOD,J,VS1,60.9,60.0,5267,6.87,6.9,4.19,3,1,5
10316,1.09,IDEAL,D,SI2,61.3,57.0,5267,6.64,6.67,4.08,5,7,2
10317,1.1,PREMIUM,H,SI1,62.0,58.0,5267,6.68,6.6,4.12,4,3,3
10318,1.2,PREMIUM,E,SI2,58.2,59.0,5268,6.98,6.9,4.04,4,6,2
10319,1.5,FAIR,J,SI2,65.5,60.0,5268,7.07,7.03,4.62,1,1,2
10320,1.2,IDEAL,E,SI2,61.3,56.0,5268,6.8,6.71,4.14,5,6,2
10321,1.5,PREMIUM,J,SI2,62.6,56.0,5268,7.24,7.11,4.51,4,1,2
10322,1.3,GOOD,J,VS2,63.6,59.0,5269,6.9,6.87,4.38,2,1,4
10323,1.23,PREMIUM,I,SI2,62.4,58.0,5269,6.86,6.82,4.27,4,2,2
10324,1.23,IDEAL,I,SI2,62.1,56.0,5269,6.88,6.84,4.26,5,2,2
10325,1.23,PREMIUM,I,SI2,62.5,60.0,5269,6.82,6.75,4.24,4,2,2
10326,1.15,VERY GOOD,H,SI1,62.4,57.0,5270,6.68,6.71,4.18,3,3,3
10327,1.01,GOOD,D,SI1,58.5,64.0,5271,6.4,6.45,3.76,2,7,3
10328,0.95,GOOD,E,VS2,57.7,58.0,5272,6.47,6.52,3.75,2,6,4
10329,1.1,IDEAL,I,VS2,61.8,55.4,5273,6.62,6.65,4.1,5,2,4
10330,1.34,IDEAL,J,SI2,62.5,57.0,5273,7.0,7.08,4.4,5,1,2
10331,1.14,PREMIUM,G,SI1,63.0,59.0,5273,6.68,6.62,4.19,4,4,3
10332,1.01,PREMIUM,G,SI1,62.9,61.0,5273,6.35,6.33,3.99,4,4,3
10333,1.01,IDEAL,G,SI1,61.6,57.0,5273,6.4,6.32,3.92,5,4,3
10334,1.21,IDEAL,J,VS2,62.6,54.2,5275,6.79,6.81,4.26,5,1,4
10335,1.21,PREMIUM,I,SI1,61.8,59.0,5276,6.85,6.81,4.22,4,2,3
10336,1.06,IDEAL,H,VS2,61.2,55.0,5277,6.57,6.61,4.03,5,3,4
10337,1.01,GOOD,G,SI1,59.8,61.0,5277,6.45,6.49,3.87,2,4,3
10338,1.69,PREMIUM,J,I1,60.2,61.0,5277,7.79,7.7,4.66,4,1,1
10339,1.24,PREMIUM,H,SI2,60.4,59.0,5277,6.99,6.92,4.2,4,3,2
10340,1.52,IDEAL,H,SI2,59.9,55.0,5277,7.54,7.45,4.49,5,3,2
10341,1.02,IDEAL,E,SI1,60.4,55.0,5278,6.54,6.48,3.93,5,6,3
10342,1.06,IDEAL,H,SI1,63.0,55.0,5278,6.49,6.44,4.08,5,3,3
10343,1.1,IDEAL,H,SI1,61.6,57.0,5278,6.63,6.61,4.08,5,3,3
10344,1.02,PREMIUM,E,SI1,61.5,58.0,5278,6.51,6.46,3.99,4,6,3
10345,1.02,VERY GOOD,E,SI1,63.2,61.0,5278,6.37,6.31,4.01,3,6,3
10346,1.2,PREMIUM,G,SI2,59.2,60.0,5278,6.92,6.9,4.09,4,4,2
10347,1.02,PREMIUM,E,SI1,62.6,58.0,5278,6.47,6.44,4.05,4,6,3
10348,1.01,GOOD,G,VS2,63.8,57.0,5279,6.27,6.34,4.02,2,4,4
10349,1.01,PREMIUM,E,SI1,61.8,60.0,5279,6.36,6.4,3.94,4,6,3
